model,year,transmission,mileage,fuelType,tax,mpg,engineSize,brand,categoria_precio
i3,2014,Automatic,34539,Hybrid,0,470.8,0.6,BMW,gama_baja
i3,2014,Automatic,37161,Hybrid,0,470.8,0.6,BMW,gama_baja
i3,2014,Automatic,42479,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2015,Automatic,9886,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2015,Automatic,33931,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2015,Automatic,65800,Hybrid,0,470.8,0.6,BMW,gama_baja
i3,2015,Automatic,79830,Hybrid,0,470.8,0.6,BMW,gama_baja
i3,2015,Automatic,59000,Hybrid,0,470.8,0.6,BMW,gama_baja
i3,2016,Automatic,8421,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,19995,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,20013,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,35446,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,43695,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,59945,Hybrid,0,470.8,0.6,BMW,gama_baja
i3,2016,Automatic,68000,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,9990,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,25269,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2016,Automatic,41063,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,20321,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,3976,Hybrid,135,470.8,0.6,BMW,gama_alta
i3,2017,Automatic,10839,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,10900,Hybrid,140,470.8,0.6,BMW,gama_media
i3,2017,Automatic,16867,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,17338,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,20082,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,20929,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,21025,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,22063,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,23983,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,24041,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,26139,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,26965,Hybrid,140,470.8,0.6,BMW,gama_media
i3,2017,Automatic,28169,Hybrid,0,470.8,0.6,BMW,gama_alta
i3,2017,Automatic,29851,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,33021,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,36429,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,41146,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,41949,Hybrid,140,470.8,0.6,BMW,gama_media
i3,2017,Automatic,19178,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,23956,Hybrid,135,470.8,0.6,BMW,gama_media
i3,2017,Automatic,32867,Hybrid,0,470.8,0.6,BMW,gama_media
i3,2017,Automatic,50867,Hybrid,135,470.8,0.6,BMW,gama_media
Q2,2019,Manual,2756,Petrol,145,42.2,1.0,Audi,gama_alta
Q2,2019,Manual,7178,Petrol,145,42.2,1.0,Audi,gama_media
Q2,2019,Manual,2891,Petrol,145,43.5,1.0,Audi,gama_alta
Q2,2019,Semi-Auto,4781,Petrol,150,43.5,1.0,Audi,gama_media
Q2,2019,Manual,5200,Petrol,145,43.5,1.0,Audi,gama_alta
Q2,2019,Semi-Auto,8928,Petrol,150,43.5,1.0,Audi,gama_media
Q2,2020,Manual,1000,Petrol,145,43.5,1.0,Audi,gama_alta
A3,2019,Automatic,7093,Petrol,145,44.1,1.0,Audi,gama_media
A1,2019,Automatic,500,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2019,Semi-Auto,550,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2019,Semi-Auto,1000,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2019,Semi-Auto,1952,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2019,Automatic,2405,Petrol,145,44.1,1.0,Audi,gama_media
A1,2019,Automatic,2555,Petrol,145,44.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,5000,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2020,Semi-Auto,883,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2020,Manual,1000,Petrol,145,44.1,1.0,Audi,gama_media
A1,2020,Automatic,1500,Petrol,145,44.1,1.0,Audi,gama_alta
A1,2020,Semi-Auto,2500,Petrol,150,44.1,1.0,Audi,gama_media
A1,2020,Semi-Auto,2999,Petrol,145,44.1,1.0,Audi,gama_media
A1,2020,Semi-Auto,4500,Petrol,145,44.1,1.0,Audi,gama_media
Q2,2019,Manual,6971,Petrol,145,44.1,1.0,Audi,gama_media
Q2,2019,Manual,10472,Petrol,145,44.1,1.0,Audi,gama_media
Kona,2018,Manual,18,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,19,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,19,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,30,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,76,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,76,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,250,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,3353,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,4829,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,5104,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,5357,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,5357,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,5913,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,6014,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,6922,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,6933,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,7400,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,7837,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8085,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8085,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8361,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8435,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8764,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,8795,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8847,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,8980,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,9106,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,9396,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,9595,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,9616,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,9711,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,9884,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,9884,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,10434,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,10452,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,10647,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,10761,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,10920,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,11118,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,11139,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,11421,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,11724,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,11893,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,12215,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,12424,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,12443,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,12884,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,13533,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,13557,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,13733,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,14000,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2018,Manual,14441,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,14682,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,14839,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,16700,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,19012,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2018,Manual,32157,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,10,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,10,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,10,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,10,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,10,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,10,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,15,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,25,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,50,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,50,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,50,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,50,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,150,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,357,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,750,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,879,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,1001,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,1442,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,1642,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,1750,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,1850,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,1990,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,2000,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,2006,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,2160,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,2291,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,2383,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,2499,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,2642,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,2658,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,2779,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,3475,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,3624,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,3702,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,3752,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,3933,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,4000,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,4131,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,4180,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,4346,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,4396,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,4459,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,4672,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,4861,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,4989,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,4989,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,5000,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,5000,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,5000,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,5034,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,5053,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,5200,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,5386,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,5630,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,5986,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,6250,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,6280,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,6380,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,6483,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,6717,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,6811,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,6874,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,6964,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,7178,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,7540,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,7842,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,7896,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,7925,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,8155,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,8550,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,8777,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,9000,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,9130,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,9187,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,9283,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,9401,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,9567,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,9829,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,9893,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,9946,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,10384,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,10757,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,10961,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,11088,Petrol,150,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,11345,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,11372,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,11478,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,11488,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,12211,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,12273,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,12273,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,12560,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,12677,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,13145,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,13192,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,13230,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,13240,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,14000,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,14098,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,14398,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,14587,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,14587,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,14880,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,15113,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,15139,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,15139,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,15391,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,15507,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,15575,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,15927,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,16261,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,16331,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,16490,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,16555,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2019,Manual,17715,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,17815,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,17868,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,17976,Petrol,145,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,20189,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2019,Manual,20490,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2020,Manual,1,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2020,Manual,984,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2020,Manual,1000,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2020,Manual,2622,Petrol,145,44.1,1.0,Hyundai,gama_media
Kona,2020,Manual,3500,Petrol,150,44.1,1.0,Hyundai,gama_baja
Kona,2020,Manual,6000,Petrol,150,44.1,1.0,Hyundai,gama_media
A3,2019,Semi-Auto,5800,Petrol,145,44.8,1.0,Audi,gama_media
A3,2019,Semi-Auto,9758,Petrol,150,44.8,1.0,Audi,gama_media
I30,2019,Manual,1232,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2019,Manual,2202,Petrol,145,44.8,1.0,Hyundai,gama_media
I30,2019,Manual,2640,Petrol,145,44.8,1.0,Hyundai,gama_media
I30,2019,Manual,3154,Petrol,145,44.8,1.0,Hyundai,gama_media
I30,2019,Manual,5321,Petrol,145,44.8,1.0,Hyundai,gama_media
I30,2019,Manual,6175,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2019,Manual,6416,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2019,Manual,8295,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2019,Manual,10100,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2019,Manual,10661,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2019,Manual,12972,Petrol,145,44.8,1.0,Hyundai,gama_baja
I30,2020,Manual,37,Petrol,145,44.8,1.0,Hyundai,gama_media
I30,2020,Manual,3363,Petrol,145,44.8,1.0,Hyundai,gama_media
A1,2019,Semi-Auto,1799,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2019,Semi-Auto,5432,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2019,Semi-Auto,6000,Petrol,145,44.8,1.0,Audi,gama_media
A1,2020,Automatic,7,Petrol,145,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,1500,Petrol,145,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,1694,Petrol,145,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,1870,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2020,Semi-Auto,2000,Petrol,150,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,2999,Petrol,145,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2020,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2020,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2020,Semi-Auto,3015,Petrol,150,44.8,1.0,Audi,gama_media
A1,2020,Semi-Auto,5000,Petrol,145,44.8,1.0,Audi,gama_alta
A1,2020,Semi-Auto,5000,Petrol,150,44.8,1.0,Audi,gama_alta
Kona,2019,Manual,10338,Petrol,145,44.8,1.0,Hyundai,gama_baja
Kona,2020,Manual,1458,Petrol,150,44.8,1.0,Hyundai,gama_baja
A3,2019,Automatic,8274,Petrol,145,45.6,1.0,Audi,gama_media
I30,2018,Manual,3789,Petrol,150,45.6,1.0,Hyundai,gama_baja
I30,2018,Manual,6526,Petrol,150,45.6,1.0,Hyundai,gama_baja
I30,2018,Manual,8469,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2018,Manual,8676,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2018,Manual,11156,Petrol,150,45.6,1.0,Hyundai,gama_baja
I30,2018,Manual,12453,Petrol,150,45.6,1.0,Hyundai,gama_baja
I30,2018,Manual,17800,Petrol,150,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,988,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,1247,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,1771,Petrol,145,45.6,1.0,Hyundai,gama_media
I30,2019,Manual,2813,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,4000,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,5449,Petrol,150,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,9000,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2019,Manual,11879,Petrol,145,45.6,1.0,Hyundai,gama_baja
I30,2020,Manual,100,Petrol,145,45.6,1.0,Hyundai,gama_media
I30,2020,Manual,2936,Petrol,145,45.6,1.0,Hyundai,gama_media
I30,2020,Manual,4000,Petrol,145,45.6,1.0,Hyundai,gama_media
I10,2014,Automatic,8646,Petrol,160,45.6,1.0,Hyundai,gama_baja
A1,2019,Semi-Auto,4300,Petrol,150,45.6,1.0,Audi,gama_media
A1,2019,Semi-Auto,5000,Petrol,145,45.6,1.0,Audi,gama_media
A1,2020,Semi-Auto,2000,Petrol,145,45.6,1.0,Audi,gama_media
Q2,2019,Manual,3486,Petrol,145,45.6,1.0,Audi,gama_media
Q2,2019,Manual,6500,Petrol,150,45.6,1.0,Audi,gama_media
Q2,2020,Manual,1500,Petrol,145,45.6,1.0,Audi,gama_alta
Q2,2020,Manual,2999,Petrol,145,45.6,1.0,Audi,gama_alta
Q2,2020,Manual,6000,Petrol,145,45.6,1.0,Audi,gama_media
A3,2018,Manual,14500,Petrol,145,46.3,1.0,Audi,gama_media
A3,2019,Manual,5000,Petrol,145,46.3,1.0,Audi,gama_media
I20,2019,Manual,2439,Petrol,145,46.3,1.0,Hyundai,gama_baja
A1,2019,Automatic,4000,Petrol,145,46.3,1.0,Audi,gama_media
A1,2019,Automatic,4445,Petrol,145,46.3,1.0,Audi,gama_media
A3,2018,Manual,5864,Petrol,145,47.1,1.0,Audi,gama_media
A3,2018,Manual,7900,Petrol,145,47.1,1.0,Audi,gama_media
A3,2018,Manual,12795,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,3265,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,3302,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,3988,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,4000,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,4270,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,7030,Petrol,150,47.1,1.0,Audi,gama_media
A3,2019,Manual,9281,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,10065,Petrol,145,47.1,1.0,Audi,gama_media
A3,2019,Manual,17125,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,1234,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,1938,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,2801,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,2942,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,3221,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,3241,Petrol,150,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,3464,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,3729,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,3826,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,4288,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,4504,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,4849,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,5004,Petrol,150,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,5024,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,5210,Petrol,150,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,5676,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,5756,Petrol,150,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,6063,Petrol,150,47.1,1.0,Audi,gama_media
A1,2019,Automatic,6262,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,6327,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,6661,Petrol,150,47.1,1.0,Audi,gama_media
A1,2019,Semi-Auto,6745,Petrol,145,47.1,1.0,Audi,gama_media
A1,2019,Automatic,7000,Petrol,145,47.1,1.0,Audi,gama_media
